,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0042400403,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,104.7,105.9,114.1,116.0,-9.4,-10.1,0.432,0.84,12.6,0.311,0.773,0.539,18.591,18.8,0.532,0.58,1.0,0.198,101.94,100.5,83.75,101,0.425
1,0042400403,1610612754,Pacers,IND,Indiana,240.000000:00,114.1,116.0,104.7,105.9,9.4,10.1,0.545,1.71,18.1,0.227,0.689,0.461,13.769,14.0,0.571,0.613,1.0,0.199,101.94,100.5,83.75,100,0.575
