,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
43,0042400403,66,4,0,1,8:50 PM,6:34,Siakam REBOUND (Off:0 Def:1),,,,,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
44,0042400403,67,5,40,1,8:51 PM,6:29,Nembhard Out of Bounds Lost Ball Turnover (P3.T3),,,,,4,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1,0,,,,,,1
45,0042400403,68,8,0,1,8:51 PM,6:29,,,SUB: Caruso FOR Wallace,,,5,1641717,Cason Wallace,1610612760.0,Oklahoma City,Thunder,OKC,5,1627936,Alex Caruso,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0
46,0042400403,70,2,63,1,8:51 PM,6:19,,,MISS Gilgeous-Alexander 14' Fadeaway Jumper,,,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
47,0042400403,71,4,0,1,8:51 PM,6:16,Siakam REBOUND (Off:0 Def:2),,,,,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
48,0042400403,73,2,80,1,8:51 PM,6:09,MISS Haliburton 20' Step Back Jump Shot,,,,,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
49,0042400403,74,4,0,1,8:51 PM,6:07,,,Holmgren REBOUND (Off:0 Def:3),,,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
50,0042400403,75,6,2,1,8:51 PM,6:02,Toppin S.FOUL (P1.T4) (T.Brothers),,,,,4,1630167,Obi Toppin,1610612754.0,Indiana,Pacers,IND,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,1,0,,,,,,1
51,0042400403,77,3,11,1,8:52 PM,6:02,,,Holmgren Free Throw 1 of 2 (9 PTS),16 - 10,-6,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
52,0042400403,80,3,12,1,8:52 PM,6:02,,,Holmgren Free Throw 2 of 2 (10 PTS),17 - 10,-7,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
53,0042400403,78,8,0,1,8:52 PM,6:02,SUB: Turner FOR Siakam,,,,,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0
54,0042400403,81,2,1,1,8:52 PM,5:49,MISS Toppin 26' 3PT Jump Shot,,,,,4,1630167,Obi Toppin,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
55,0042400403,82,4,0,1,8:53 PM,5:45,,,Jal. Williams REBOUND (Off:1 Def:1),,,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
56,0042400403,83,1,50,1,8:53 PM,5:41,,,Holmgren 3' Running Dunk (12 PTS) (Caruso 1 AST),19 - 10,-9,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,5,1627936,Alex Caruso,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
57,0042400403,85,5,1,1,8:53 PM,5:29,Haliburton Bad Pass Turnover (P1.T4),,Jal. Williams STEAL (1 STL),,,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
58,0042400403,87,2,80,1,8:53 PM,5:18,,,MISS Gilgeous-Alexander 27' 3PT Step Back Jump Shot,,,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
59,0042400403,88,4,0,1,8:53 PM,5:14,Toppin REBOUND (Off:0 Def:1),,,,,4,1630167,Obi Toppin,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
60,0042400403,89,1,101,1,8:53 PM,5:08,Haliburton 16' Driving Floating Jump Shot (2 PTS),,,19 - 12,-7,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
61,0042400403,90,2,79,1,8:53 PM,4:59,,,MISS Jal. Williams 11' Pullup Jump Shot,,,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
62,0042400403,91,4,0,1,8:53 PM,4:57,,,Jal. Williams REBOUND (Off:2 Def:1),,,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
63,0042400403,92,5,1,1,8:53 PM,4:55,Haliburton STEAL (1 STL),,Jal. Williams Bad Pass Turnover (P2.T3),,,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
64,0042400403,94,1,41,1,8:53 PM,4:50,Toppin 3' Running Layup (4 PTS) (Haliburton 2 AST),,,19 - 14,-5,4,1630167,Obi Toppin,1610612754.0,Indiana,Pacers,IND,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
65,0042400403,96,9,1,1,8:54 PM,4:50,,,Thunder Timeout: Regular (Reg.1 Short 0),,,3,1610612760,,,,,,0,0,,,,,,0,0,,,,,,0
66,0042400403,97,8,0,1,8:57 PM,4:50,,,SUB: Hartenstein FOR Holmgren,,,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0
67,0042400403,98,8,0,1,8:57 PM,4:50,,,SUB: Wiggins FOR Jal. Williams,,,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,5,1630598,Aaron Wiggins,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0
68,0042400403,101,1,1,1,8:58 PM,4:35,,,Dort 26' 3PT Jump Shot (6 PTS) (Caruso 2 AST),22 - 14,-8,5,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,5,1627936,Alex Caruso,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
69,0042400403,103,2,5,1,8:58 PM,4:10,MISS Turner 2' Layup,,Gilgeous-Alexander BLOCK (1 BLK),,,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,1
70,0042400403,105,4,0,1,8:58 PM,4:10,PACERS Rebound,,,,,2,1610612754,,,,,,0,0,,,,,,0,0,,,,,,0
71,0042400403,107,2,1,1,8:58 PM,4:08,MISS Sheppard 3PT Jump Shot,,,,,4,1641767,Ben Sheppard,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
72,0042400403,108,4,0,1,8:58 PM,4:05,,,Caruso REBOUND (Off:0 Def:1),,,5,1627936,Alex Caruso,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
73,0042400403,109,5,40,1,8:58 PM,3:59,,,Wiggins Out of Bounds Lost Ball Turnover (P1.T4),,,5,1630598,Aaron Wiggins,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1,0,,,,,,1
74,0042400403,120,5,1,1,8:59 PM,3:53,Haliburton Bad Pass Turnover (P2.T5),,Hartenstein STEAL (1 STL),,,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
75,0042400403,124,5,1,1,8:59 PM,3:50,Sheppard STEAL (2 STL),,Hartenstein Bad Pass Turnover (P1.T5),,,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,4,1641767,Ben Sheppard,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
76,0042400403,110,1,1,1,8:59 PM,3:36,Turner 3PT Jump Shot (3 PTS) (Haliburton 3 AST),,,22 - 17,-5,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
77,0042400403,112,2,79,1,8:59 PM,3:15,,,MISS Dort 18' Pullup Jump Shot,,,5,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
78,0042400403,113,4,0,1,8:59 PM,3:11,Toppin REBOUND (Off:0 Def:2),,,,,4,1630167,Obi Toppin,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
79,0042400403,114,1,1,1,9:00 PM,3:01,Haliburton 25' 3PT Jump Shot (5 PTS) (Nembhard 1 AST),,,22 - 20,-2,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,4,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
80,0042400403,116,1,1,1,9:00 PM,2:45,,,Dort 24' 3PT Jump Shot (9 PTS) (Wiggins 1 AST),25 - 20,-5,5,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,5,1630598,Aaron Wiggins,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
81,0042400403,118,1,75,1,9:00 PM,2:36,Toppin 1' Driving Finger Roll Layup (6 PTS) (Haliburton 4 AST),,,25 - 22,-3,4,1630167,Obi Toppin,1610612754.0,Indiana,Pacers,IND,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
82,0042400403,122,1,75,1,9:00 PM,2:27,,,Gilgeous-Alexander 3' Driving Finger Roll Layup (2 PTS),27 - 22,-5,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
83,0042400403,123,7,2,1,9:00 PM,2:27,Turner Violation:Defensive Goaltending (T.Ford),,,,,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1,0,,,,,,1
84,0042400403,126,2,75,1,9:01 PM,2:10,MISS Turner 3' Driving Finger Roll Layup,,,,,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
85,0042400403,127,4,0,1,9:01 PM,2:07,,,Dort REBOUND (Off:0 Def:1),,,5,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
86,0042400403,128,2,6,1,9:01 PM,1:57,Haliburton BLOCK (1 BLK),,MISS Wiggins 4' Driving Layup,,,5,1630598,Aaron Wiggins,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,1
87,0042400403,130,4,0,1,9:01 PM,1:53,Haliburton REBOUND (Off:0 Def:1),,,,,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
88,0042400403,131,2,1,1,9:01 PM,1:38,MISS Toppin 28' 3PT Jump Shot,,,,,4,1630167,Obi Toppin,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
89,0042400403,132,4,0,1,9:01 PM,1:34,,,Hartenstein REBOUND (Off:0 Def:1),,,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
90,0042400403,133,1,75,1,9:01 PM,1:25,,,Gilgeous-Alexander 3' Driving Finger Roll Layup (4 PTS),29 - 22,-7,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
91,0042400403,134,6,2,1,9:02 PM,1:19,,,Wiggins S.FOUL (P1.T2) (J.Capers),,,5,1630598,Aaron Wiggins,1610612760.0,Oklahoma City,Thunder,OKC,4,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,1,0,,,,,,1
92,0042400403,137,3,11,1,9:02 PM,1:19,Nembhard Free Throw 1 of 2 (1 PTS),,,29 - 23,-6,4,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
93,0042400403,148,3,12,1,9:02 PM,1:19,MISS Nembhard Free Throw 2 of 2,,,,,4,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
94,0042400403,138,8,0,1,9:02 PM,1:19,SUB: Siakam FOR Haliburton,,,,,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0
95,0042400403,139,8,0,1,9:02 PM,1:19,SUB: McConnell FOR Turner,,,,,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,4,204456,T.J. McConnell,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0
96,0042400403,140,8,0,1,9:02 PM,1:19,,,SUB: Holmgren FOR Dort,,,5,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0
97,0042400403,141,8,0,1,9:02 PM,1:19,,,SUB: Joe FOR Caruso,,,5,1627936,Alex Caruso,1610612760.0,Oklahoma City,Thunder,OKC,5,1630198,Isaiah Joe,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0
98,0042400403,142,8,0,1,9:02 PM,1:19,,,SUB: Wallace FOR Wiggins,,,5,1630598,Aaron Wiggins,1610612760.0,Oklahoma City,Thunder,OKC,5,1641717,Cason Wallace,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0
99,0042400403,149,4,0,1,9:02 PM,1:18,,,Holmgren REBOUND (Off:0 Def:4),,,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
100,0042400403,150,6,1,1,9:03 PM,1:03,Sheppard P.FOUL (P1.PN) (T.Ford),,,,,4,1641767,Ben Sheppard,1610612754.0,Indiana,Pacers,IND,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,1,0,,,,,,1
101,0042400403,152,3,11,1,9:04 PM,1:03,,,Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),30 - 23,-7,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
102,0042400403,153,8,0,1,9:04 PM,1:03,SUB: Nesmith FOR Nembhard,,,,,4,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,4,1630174,Aaron Nesmith,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0
103,0042400403,155,3,12,1,9:04 PM,1:03,,,Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),31 - 23,-8,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
104,0042400403,156,6,1,1,9:04 PM,0:44,,,Hartenstein P.FOUL (P1.PN) (T.Ford),,,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,1,0,,,,,,1
105,0042400403,158,3,11,1,9:05 PM,0:44,Siakam Free Throw 1 of 2 (7 PTS),,,31 - 24,-7,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
106,0042400403,159,8,0,1,9:05 PM,0:44,SUB: Bryant FOR Toppin,,,,,4,1630167,Obi Toppin,1610612754.0,Indiana,Pacers,IND,4,1628418,Thomas Bryant,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0
107,0042400403,160,8,0,1,9:05 PM,0:44,,,SUB: Jay. Williams FOR Hartenstein,,,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,5,1631119,Jaylin Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0
108,0042400403,163,3,12,1,9:05 PM,0:44,MISS Siakam Free Throw 2 of 2,,,,,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
109,0042400403,164,4,0,1,9:05 PM,0:42,,,Thunder Rebound,,,3,1610612760,,,,,,0,0,,,,,,0,0,,,,,,1
110,0042400403,166,6,1,1,9:06 PM,0:30,Bryant P.FOUL (P1.PN) (T.Brothers),,,,,4,1628418,Thomas Bryant,1610612754.0,Indiana,Pacers,IND,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,1,0,,,,,,1
111,0042400403,168,3,11,1,9:06 PM,0:30,,,Holmgren Free Throw 1 of 2 (13 PTS),32 - 24,-8,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
112,0042400403,173,3,12,1,9:06 PM,0:30,,,MISS Holmgren Free Throw 2 of 2,,,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
113,0042400403,169,8,0,1,9:06 PM,0:30,SUB: Toppin FOR Bryant,,,,,4,1628418,Thomas Bryant,1610612754.0,Indiana,Pacers,IND,4,1630167,Obi Toppin,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0
114,0042400403,171,8,0,1,9:06 PM,0:30,,,SUB: K. Williams FOR Jay. Williams,,,5,1631119,Jaylin Williams,1610612760.0,Oklahoma City,Thunder,OKC,5,1629026,Kenrich Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0
