,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0042400403,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,F,,35.000000:46,107.5,109.5,107.1,108.1,0.4,1.4,0.0,0.0,0.0,0.03,0.091,0.061,0.0,0.75,0.75,0.095,0.097,100.72,99.32,82.77,74,0.062
1,0042400403,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,F,,36.000000:27,105.6,107.7,119.7,117.7,-14.1,-10.0,0.143,0.75,10.0,0.061,0.129,0.094,13.3,0.528,0.569,0.307,0.316,103.55,103.37,86.14,78,0.098
2,0042400403,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,C,,34.000000:42,108.2,103.9,108.9,108.3,-0.7,-4.4,0.1,2.0,9.1,0.031,0.25,0.147,4.5,0.4,0.527,0.23,0.25,100.03,102.38,85.32,76,0.164
3,0042400403,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,G,,24.000000:20,110.9,105.7,123.1,117.9,-12.2,-12.2,0.059,0.5,11.1,0.045,0.136,0.091,22.2,0.6,0.595,0.133,0.144,102.66,107.51,89.6,53,0.057
4,0042400403,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,42.000000:02,105.8,105.7,109.9,111.6,-4.1,-5.9,0.174,0.67,12.1,0.05,0.158,0.103,18.2,0.475,0.53,0.287,0.299,100.07,99.36,82.8,88,0.105
5,0042400403,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,32.000000:14,91.1,91.4,111.7,114.5,-20.6,-23.1,0.211,4.0,36.4,0.03,0.138,0.081,9.1,0.6,0.68,0.088,0.092,104.94,103.48,86.24,70,0.097
6,0042400403,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,,,18.000000:13,99.0,100.0,110.6,110.5,-11.7,-10.5,0.0,0.0,0.0,0.0,0.188,0.094,40.0,0.667,0.667,0.122,0.121,100.58,100.11,83.42,38,0.043
7,0042400403,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,9.000000:39,98.0,104.8,116.4,117.4,-18.3,-12.6,0.222,2.0,40.0,0.111,0.111,0.111,20.0,0.0,0.0,0.125,0.123,113.47,109.39,91.16,21,-0.051
8,0042400403,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,,4.000000:13,125.6,110.0,152.8,137.5,-27.2,-27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.167,0.228,90.84,102.45,85.38,10,0.276
9,0042400403,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,,,0.000000:20,53.2,50.0,0.0,0.0,53.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.36,212.81,177.34,2,0.0
10,0042400403,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,,,2.000000:04,200.0,120.0,185.2,200.0,14.8,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.333,85.14,104.68,87.24,5,-0.074
11,0042400403,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,0042400403,1610612760,OKC,Oklahoma City,1641794,Dillon Jones,Dillon,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
13,0042400403,1610612760,OKC,Oklahoma City,1642349,Ajay Mitchell,Ajay,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
14,0042400403,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,F,,22.000000:06,107.5,106.4,106.2,106.5,1.3,-0.1,0.0,0.0,0.0,0.045,0.048,0.047,0.0,0.7,0.7,0.098,0.099,100.65,101.0,84.16,47,0.023
15,0042400403,1610612754,IND,Indiana,1627783,Pascal Siakam,Pascal,F,,31.000000:58,115.4,114.7,104.5,101.4,10.9,13.3,0.182,0.0,19.0,0.0,0.214,0.107,0.0,0.571,0.631,0.233,0.237,101.07,102.87,85.72,68,0.19
16,0042400403,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,29.000000:44,108.3,106.3,118.5,121.0,-10.2,-14.6,0.043,0.5,6.7,0.0,0.083,0.036,13.3,0.318,0.379,0.2,0.206,100.99,100.9,84.08,63,0.027
17,0042400403,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,33.000000:25,107.4,110.3,104.5,101.4,2.9,8.9,0.038,0.33,10.0,0.033,0.091,0.063,30.0,0.7,0.68,0.12,0.12,99.66,99.83,83.19,68,0.012
18,0042400403,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,36.000000:20,112.4,113.2,110.0,110.4,2.4,2.8,0.478,2.75,34.4,0.031,0.229,0.134,12.5,0.647,0.647,0.256,0.258,101.55,101.07,84.23,76,0.21
19,0042400403,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,27.000000:48,117.7,120.0,89.1,87.1,28.6,32.9,0.043,1.0,10.0,0.042,0.161,0.109,10.0,0.5,0.5,0.136,0.138,105.1,105.31,87.76,60,0.074
20,0042400403,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,18.000000:05,110.2,112.5,114.2,117.5,-4.0,-5.0,0.0,0.0,0.0,0.056,0.071,0.063,0.0,0.4,0.4,0.119,0.12,108.83,106.18,88.48,40,0.043
21,0042400403,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,15.000000:06,130.5,126.5,97.7,93.9,32.7,32.5,0.385,2.5,29.4,0.071,0.0,0.038,11.8,0.375,0.512,0.324,0.343,102.78,106.47,88.72,34,0.203
22,0042400403,1610612754,IND,Indiana,1628418,Thomas Bryant,Thomas,,,3.000000:04,40.0,33.3,88.8,85.7,-48.8,-52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.03,101.74,84.78,6,-0.571
23,0042400403,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,22.000000:24,134.3,134.8,95.5,93.9,38.8,40.9,0.077,1.0,5.9,0.056,0.136,0.1,5.9,0.833,0.87,0.314,0.319,101.06,101.79,84.82,46,0.312
24,0042400403,1610612754,IND,Indiana,1628396,Tony Bradley,Tony,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
25,0042400403,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
26,0042400403,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
27,0042400403,1610612754,IND,Indiana,201949,James Johnson,James,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
28,0042400403,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
