"game_id","team_id","team_name","pts","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","tov","stl","blk","pf","time_collected"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,0,4,NULL,"2025-06-05 21:49:59.741153"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,11,4,NULL,"2025-06-05 21:50:30.266242"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,0,4,NULL,"2025-06-05 21:50:30.266242"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,11,4,NULL,"2025-06-05 21:51:00.984032"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,0,4,NULL,"2025-06-05 21:51:00.984032"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,11,4,NULL,"2025-06-05 21:51:31.381598"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,0,4,NULL,"2025-06-05 21:51:31.381598"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,11,4,NULL,"2025-06-05 21:52:01.726861"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,0,4,NULL,"2025-06-05 21:52:01.726861"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,11,4,NULL,"2025-06-05 21:52:32.148675"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,0,4,NULL,"2025-06-05 21:52:32.148675"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,11,4,NULL,"2025-06-05 21:53:02.566823"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,0,4,NULL,"2025-06-05 21:53:02.566823"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,11,4,NULL,"2025-06-05 21:53:32.879958"
