,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,points,contestedShots,contestedShots2pt,contestedShots3pt,deflections,chargesDrawn,screenAssists,screenAssistPoints,looseBallsRecoveredOffensive,looseBallsRecoveredDefensive,looseBallsRecoveredTotal,offensiveBoxOuts,defensiveBoxOuts,boxOutPlayerTeamRebounds,boxOutPlayerRebounds,boxOuts
0,0042400402,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,F,,23,25:41,14,5,3,2,1,0,0,0,0,0,0,0,1,1,0,1
1,0042400402,1610612754,Indiana,Pacers,IND,pacers,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,43,29:34,15,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0042400402,1610612754,Indiana,Pacers,IND,pacers,1626167,Myles,Turner,M. Turner,myles-turner,C,,33,27:16,16,6,4,2,3,0,5,12,1,0,1,0,1,1,0,1
3,0042400402,1610612754,Indiana,Pacers,IND,pacers,1629614,Andrew,Nembhard,A. Nembhard,andrew-nembhard,G,,2,32:23,11,1,0,1,4,1,0,0,2,0,2,0,0,0,0,0
4,0042400402,1610612754,Indiana,Pacers,IND,pacers,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,G,,0,34:16,17,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0
5,0042400402,1610612754,Indiana,Pacers,IND,pacers,1631097,Bennedict,Mathurin,B. Mathurin,bennedict-mathurin,,,00,21:54,14,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
6,0042400402,1610612754,Indiana,Pacers,IND,pacers,1630167,Obi,Toppin,O. Toppin,obi-toppin,,,1,19:04,3,3,0,3,1,0,2,5,0,0,0,0,0,0,0,0
7,0042400402,1610612754,Indiana,Pacers,IND,pacers,1628418,Thomas,Bryant,T. Bryant,thomas-bryant,,,3,11:34,1,1,1,0,0,0,2,4,0,0,0,0,0,0,0,0
8,0042400402,1610612754,Indiana,Pacers,IND,pacers,204456,T.J.,McConnell,T. McConnell,tj-mcconnell,,,9,18:04,11,0,0,0,2,0,0,0,1,2,3,0,0,0,0,0
9,0042400402,1610612754,Indiana,Pacers,IND,pacers,1641767,Ben,Sheppard,B. Sheppard,ben-sheppard,,,26,13:32,3,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0
10,0042400402,1610612754,Indiana,Pacers,IND,pacers,1642277,Johnny,Furphy,J. Furphy,johnny-furphy,,,12,4:00,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0
11,0042400402,1610612754,Indiana,Pacers,IND,pacers,201949,James,Johnson,J. Johnson,james-johnson,,,16,2:42,2,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
12,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1629652,Luguentz,Dort,L. Dort,luguentz-dort,F,,5,26:26,3,3,1,2,1,0,1,3,0,0,0,0,0,0,0,0
13,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1631114,Jalen,Williams,J. Williams,jalen-williams,F,,8,33:51,19,1,0,1,6,0,0,0,1,1,2,0,0,0,0,0
14,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1631096,Chet,Holmgren,C. Holmgren,chet-holmgren,C,,7,27:45,15,15,11,4,0,0,2,4,0,0,0,0,0,0,0,0
15,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1641717,Cason,Wallace,C. Wallace,cason-wallace,G,,22,22:43,4,4,1,3,3,0,1,2,1,0,1,0,0,0,0,0
16,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1628983,Shai,Gilgeous-Alexander,S. Gilgeous-Alexander,shai-gilgeous-alexander,G,,2,36:25,34,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0
17,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1628392,Isaiah,Hartenstein,I. Hartenstein,isaiah-hartenstein,,,55,22:01,3,5,2,3,2,0,2,4,0,0,0,0,1,1,1,1
18,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1627936,Alex,Caruso,A. Caruso,alex-caruso,,,9,27:05,20,3,0,3,1,0,2,4,0,0,0,0,0,0,0,0
19,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1630198,Isaiah,Joe,I. Joe,isaiah-joe,,,11,6:27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1630598,Aaron,Wiggins,A. Wiggins,aaron-wiggins,,,21,20:32,18,1,1,0,2,0,1,2,2,0,2,0,1,1,1,1
21,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1629026,Kenrich,Williams,K. Williams,kenrich-williams,,,34,7:38,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
22,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1642349,Ajay,Mitchell,A. Mitchell,ajay-mitchell,,,25,2:42,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1631119,Jaylin,Williams,J. Williams,jaylin-williams,,,6,2:25,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
24,0042400402,1610612760,Oklahoma City,Thunder,OKC,thunder,1641794,Dillon,Jones,D. Jones,dillon-jones,,,3,2:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
