,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0,0042400402,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,F,,25.000000:41,0.5,0.432,0.16,0.217,0.598,0.239,0.114,0.211
1,0042400402,1610612754,IND,Indiana,1627783,Pascal Siakam,Pascal,F,,29.000000:34,0.471,0.333,0.13,0.192,0.561,0.228,0.159,0.4
2,0042400402,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,27.000000:16,0.605,0.349,0.165,0.2,0.578,0.216,0.164,0.435
3,0042400402,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,32.000000:23,0.464,0.309,0.137,0.207,0.558,0.283,0.148,0.357
4,0042400402,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,34.000000:16,0.544,0.333,0.182,0.28,0.569,0.328,0.134,0.286
5,0042400402,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,21.000000:54,0.579,0.237,0.149,0.111,0.609,0.719,0.133,0.176
6,0042400402,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,19.000000:04,0.443,0.286,0.169,0.263,0.556,0.704,0.104,0.067
7,0042400402,1610612754,IND,Indiana,1628418,Thomas Bryant,Thomas,,,11.000000:34,0.595,0.333,0.142,0.0,0.45,0.65,0.039,0.091
8,0042400402,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,18.000000:04,0.609,0.219,0.125,0.0,0.533,0.6,0.125,0.188
9,0042400402,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,13.000000:32,0.591,0.318,0.142,0.143,0.604,0.5,0.198,0.5
10,0042400402,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,,4.000000:00,0.786,0.429,0.0,0.0,1.0,1.25,0.244,0.0
11,0042400402,1610612754,IND,Indiana,201949,James Johnson,James,,,2.000000:42,0.7,0.0,0.0,0.0,1.5,4.0,0.42,0.0
12,0042400402,1610612754,IND,Indiana,1628396,Tony Bradley,Tony,,DNP - Coach's Decision,,,,,,,,,
13,0042400402,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,DND - Injury/Illness,,,,,,,,,
14,0042400402,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,DND - Injury/Illness,,,,,,,,,
15,0042400402,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,F,,26.000000:26,0.65,0.4,0.137,0.167,0.6,0.356,0.143,0.222
16,0042400402,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,F,,33.000000:51,0.578,0.345,0.145,0.296,0.534,0.373,0.127,0.241
17,0042400402,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,C,,27.000000:45,0.596,0.319,0.088,0.095,0.529,0.392,0.111,0.16
18,0042400402,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,G,,22.000000:43,0.512,0.256,0.134,0.429,0.432,0.432,0.155,0.261
19,0042400402,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,36.000000:25,0.602,0.407,0.121,0.143,0.557,0.426,0.155,0.241
20,0042400402,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,,,22.000000:01,0.489,0.356,0.125,0.417,0.5,0.242,0.23,0.167
21,0042400402,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,27.000000:05,0.51,0.385,0.1,0.28,0.563,0.292,0.135,0.167
22,0042400402,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,,6.000000:27,0.6,0.4,0.203,0.0,0.464,0.0,0.067,0.0
23,0042400402,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,20.000000:32,0.538,0.5,0.188,0.556,0.516,0.258,0.212,0.063
24,0042400402,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,,,7.000000:38,0.667,0.75,0.177,0.4,0.346,0.0,0.235,0.0
25,0042400402,1610612760,OKC,Oklahoma City,1642349,Ajay Mitchell,Ajay,,,2.000000:42,1.5,4.0,0.42,0.0,0.7,0.0,0.0,0.0
26,0042400402,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,,,2.000000:25,1.5,2.0,0.515,0.0,0.7,0.0,0.0,0.0
27,0042400402,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,,,2.000000:00,1.5,2.0,0.347,0.0,0.875,0.0,0.0,0.0
28,0042400402,1610612760,OKC,Oklahoma City,1641794,Dillon Jones,Dillon,,,2.000000:00,1.5,2.0,0.347,0.0,0.875,0.0,0.0,0.0
