GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042400404,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,F,,35.000000:48,8.0,18.0,0.444,0.0,3.0,0.0,11.0,11.0,1.0,1.0,6.0,7.0,3.0,0.0,0.0,4.0,3.0,27.0,0.0
0042400404,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,F,,37.000000:11,4.0,9.0,0.444,0.0,1.0,0.0,6.0,6.0,1.0,4.0,11.0,15.0,1.0,1.0,1.0,1.0,4.0,14.0,14.0
0042400404,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,C,,21.000000:14,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,2.0,2.0,-7.0
0042400404,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,G,,32.000000:35,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,3.0,3.0,0.0,1.0,0.0,1.0,4.0,6.0,3.0
0042400404,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,40.000000:09,12.0,24.0,0.5,1.0,4.0,0.25,10.0,10.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,2.0,4.0,35.0,0.0
0042400404,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,30.000000:24,7.0,9.0,0.778,1.0,2.0,0.5,5.0,7.0,0.714,2.0,1.0,3.0,0.0,5.0,1.0,2.0,3.0,20.0,14.0
0042400404,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,8.000000:12,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0
0042400404,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,,,18.000000:37,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,-3.0
0042400404,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,,4.000000:33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
0042400404,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,,,11.000000:17,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,7.0
