GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0042400404,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,30.000000:27,103.1,106.5,123.2,124.1,-20.1,-17.7,0.105,2.0,12.5,0.037,0.037,0.037,6.3,0.3,0.475,0.2,0.206,96.54,94.59,78.82,62,0.026
0042400404,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,35.000000:52,111.8,116.4,118.1,112.3,-6.2,4.1,0.08,0.5,13.3,0.0,0.071,0.033,26.7,0.556,0.556,0.157,0.163,97.32,97.7,81.41,73,0.028
0042400404,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,36.000000:27,107.8,110.3,113.2,113.3,-5.4,-3.1,0.35,1.4,25.0,0.0,0.067,0.032,17.9,0.5,0.551,0.241,0.248,101.97,100.75,83.96,78,0.121
0042400404,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,11.000000:35,92.0,95.8,133.5,137.5,-41.5,-41.7,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.5,1.5,0.067,0.071,102.96,99.4,82.83,24,-0.024
0042400404,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,28.000000:48,93.2,90.6,117.1,115.9,-23.9,-25.2,0.083,0.0,7.1,0.031,0.286,0.132,0.0,0.667,0.618,0.176,0.193,103.83,105.83,88.19,64,0.152
0042400404,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,17.000000:57,81.5,80.0,96.5,97.5,-15.1,-17.5,0.286,2.0,18.2,0.043,0.0,0.023,9.1,0.429,0.508,0.2,0.213,106.55,106.97,89.14,40,0.111
0042400404,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,13.000000:53,77.3,77.1,93.3,91.4,-16.0,-14.3,0.0,0.0,0.0,0.0,0.133,0.057,14.3,0.75,0.725,0.179,0.195,119.63,121.01,100.84,35,0.109
0042400404,1610612754,IND,Indiana,1628396,Tony Bradley,Tony,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400404,1610612754,IND,Indiana,1628418,Thomas Bryant,Thomas,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400404,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400404,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400404,1610612754,IND,Indiana,201949,James Johnson,James,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400404,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
