GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0042400404,2,12,0,1,8:38 PM,12:00,,Start of 1st Period (8:38 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
0042400404,4,10,0,1,8:38 PM,12:00,Jump Ball Turner vs. Holmgren: Tip to Gilgeous-Alexander,,,,,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,1
0042400404,7,1,6,1,8:39 PM,11:46,,,Dort 3' Driving Layup (2 PTS) (Jal. Williams 1 AST),2 - 0,-2,5,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400404,9,2,1,1,8:39 PM,11:27,MISS Turner 9' Jump Shot,,,,,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
0042400404,10,4,0,1,8:39 PM,11:25,,,Holmgren REBOUND (Off:0 Def:1),,,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400404,11,1,103,1,8:39 PM,11:19,,,Holmgren 22' Running Pull-Up Jump Shot (2 PTS),4 - 0,-4,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400404,12,1,1,1,8:39 PM,11:05,Siakam 24' 3PT Jump Shot (3 PTS) (Nesmith 1 AST),,,4 - 3,-1,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,4,1630174,Aaron Nesmith,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
0042400404,14,5,1,1,8:40 PM,10:45,Siakam STEAL (1 STL),,Hartenstein Bad Pass Turnover (P1.T1),,,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
0042400404,16,1,1,1,8:40 PM,10:36,Nesmith 25' 3PT Jump Shot (3 PTS) (Haliburton 1 AST),,,4 - 6,2,4,1630174,Aaron Nesmith,1610612754.0,Indiana,Pacers,IND,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
0042400404,19,2,80,1,8:40 PM,10:15,,,MISS Gilgeous-Alexander 19' Step Back Jump Shot,,,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400404,20,4,0,1,8:40 PM,10:11,,,Hartenstein REBOUND (Off:1 Def:0),,,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400404,21,1,101,1,8:40 PM,10:08,,,Gilgeous-Alexander 5' Driving Floating Jump Shot (2 PTS) (Hartenstein 1 AST),6 - 6,TIE,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400404,23,1,5,1,8:41 PM,9:54,Siakam 2' Layup (5 PTS) (Turner 1 AST),,,6 - 8,2,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
0042400404,25,2,80,1,8:41 PM,9:34,,,MISS Jal. Williams 26' 3PT Step Back Jump Shot,,,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400404,26,4,0,1,8:41 PM,9:30,Siakam REBOUND (Off:0 Def:1),,,,,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
0042400404,27,1,1,1,8:41 PM,9:23,Haliburton 31' 3PT Jump Shot (3 PTS) (Nembhard 1 AST),,,6 - 11,5,4,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,4,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
0042400404,29,6,2,1,8:41 PM,9:13,Nembhard S.FOUL (P1.T1) (S.Wright),,,,,4,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,1,0,,,,,,1
0042400404,31,3,11,1,8:42 PM,9:13,,,Jal. Williams Free Throw 1 of 2 (1 PTS),7 - 11,4,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400404,32,3,12,1,8:42 PM,9:13,,,Jal. Williams Free Throw 2 of 2 (2 PTS),8 - 11,3,5,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400404,33,6,2,1,8:42 PM,8:57,,,Hartenstein S.FOUL (P1.T1) (J.Tiven),,,5,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,1,0,,,,,,1
0042400404,35,3,11,1,8:43 PM,8:57,Turner Free Throw 1 of 2 (1 PTS),,,8 - 12,4,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
0042400404,36,3,12,1,8:43 PM,8:57,Turner Free Throw 2 of 2 (2 PTS),,,8 - 13,5,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
0042400404,37,6,2,1,8:43 PM,8:49,Siakam S.FOUL (P1.T2) (J.Tiven),,,,,4,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,5,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,1,0,,,,,,1
