GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0042400405,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,F,,24.000000:30,0.588,0.4,0.231,0.389,0.598,0.457,0.109,0.316
0042400405,1610612754,IND,Indiana,1627783,Pascal Siakam,Pascal,F,,33.000000:16,0.535,0.421,0.227,0.448,0.508,0.348,0.127,0.389
0042400405,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,24.000000:41,0.647,0.559,0.238,0.267,0.625,0.295,0.121,0.353
0042400405,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,35.000000:36,0.574,0.377,0.226,0.448,0.563,0.352,0.105,0.424
0042400405,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,34.000000:09,0.517,0.362,0.253,0.452,0.5,0.333,0.095,0.421
0042400405,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,21.000000:40,0.452,0.167,0.239,0.455,0.511,0.378,0.088,0.458
0042400405,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,6.000000:00,0.286,0.286,0.368,0.143,0.4,0.2,0.092,0.167
0042400405,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,21.000000:58,0.475,0.325,0.193,0.348,0.41,0.359,0.139,0.296
0042400405,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,22.000000:12,0.463,0.366,0.197,0.458,0.398,0.273,0.139,0.4
0042400405,1610612754,IND,Indiana,1628396,Tony Bradley,Tony,,,12.000000:16,0.404,0.308,0.196,0.5,0.37,0.333,0.077,0.368
0042400405,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,,1.000000:51,0.5,0.5,0.291,0.0,0.0,0.0,0.0,0.0
0042400405,1610612754,IND,Indiana,1628418,Thomas Bryant,Thomas,,,1.000000:51,0.5,0.5,0.291,0.0,0.0,0.0,0.0,0.0
0042400405,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,DND - Injury/Illness,,,,,,,,,
0042400405,1610612754,IND,Indiana,201949,James Johnson,James,,DNP - Coach's Decision,,,,,,,,,
0042400405,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,DND - Injury/Illness,,,,,,,,,
0042400405,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,F,,35.000000:11,0.493,0.297,0.094,0.39,0.5,0.379,0.268,0.406
0042400405,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,F,,33.000000:43,0.563,0.328,0.111,0.31,0.571,0.357,0.223,0.346
0042400405,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,C,,20.000000:51,0.453,0.302,0.117,0.423,0.473,0.459,0.247,0.458
0042400405,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,G,,32.000000:23,0.478,0.382,0.099,0.432,0.559,0.353,0.258,0.385
0042400405,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,37.000000:57,0.554,0.311,0.101,0.371,0.569,0.369,0.226,0.452
0042400405,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,29.000000:19,0.482,0.316,0.117,0.375,0.523,0.512,0.264,0.333
0042400405,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,22.000000:24,0.402,0.415,0.132,0.333,0.488,0.262,0.175,0.36
0042400405,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,,,17.000000:28,0.469,0.375,0.09,0.333,0.395,0.342,0.136,0.522
0042400405,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,,,10.000000:44,0.618,0.471,0.178,0.286,0.525,0.15,0.188,0.444
0042400405,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,,DNP - Coach's Decision,,,,,,,,,
0042400405,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,DNP - Coach's Decision,,,,,,,,,
0042400405,1610612760,OKC,Oklahoma City,1641794,Dillon Jones,Dillon,,DNP - Coach's Decision,,,,,,,,,
0042400405,1610612760,OKC,Oklahoma City,1642349,Ajay Mitchell,Ajay,,DNP - Coach's Decision,,,,,,,,,
0042400405,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,,DNP - Coach's Decision,,,,,,,,,
