GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0042400405,1610612754,IND,Indiana,201949,James Johnson,James,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400405,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400405,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,F,,35.000000:11,120.5,121.6,101.8,101.3,18.7,20.3,0.222,4.0,11.4,0.023,0.139,0.075,2.9,0.62,0.661,0.337,0.342,101.89,101.65,84.71,74,0.23
0042400405,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,F,,33.000000:43,126.0,126.4,110.0,112.9,15.9,13.5,0.0,0.0,0.0,0.152,0.2,0.175,16.7,0.3,0.3,0.214,0.222,102.53,101.08,84.23,72,0.02
0042400405,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,C,,20.000000:51,112.4,111.6,110.2,108.9,2.2,2.7,0.25,4.0,44.4,0.214,0.08,0.151,11.1,0.5,0.532,0.091,0.093,100.37,101.29,84.41,43,0.103
0042400405,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,G,,32.000000:23,122.1,126.5,109.2,107.5,12.9,19.0,0.115,3.0,27.3,0.122,0.107,0.116,9.1,0.643,0.643,0.092,0.093,101.06,100.05,83.38,68,0.085
0042400405,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,37.000000:57,128.9,127.5,116.9,119.2,12.0,8.3,0.385,3.33,25.0,0.0,0.057,0.027,7.5,0.429,0.571,0.309,0.326,100.35,99.92,83.27,80,0.156
0042400405,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,29.000000:19,115.2,116.9,100.5,100.0,14.6,16.9,0.087,2.0,18.2,0.029,0.038,0.033,9.1,0.125,0.125,0.123,0.125,98.73,98.24,81.86,59,-0.01
0042400405,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,22.000000:24,101.1,100.0,111.3,108.5,-10.1,-8.5,0.0,0.0,0.0,0.0,0.185,0.089,8.3,0.6,0.643,0.211,0.22,97.83,99.63,83.02,46,0.145
0042400405,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,,,17.000000:28,120.2,111.1,108.9,114.3,11.3,-3.2,0.0,0.0,0.0,0.045,0.037,0.041,0.0,1.1,1.1,0.114,0.124,96.18,97.56,81.3,36,0.215
0042400405,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,,,10.000000:44,124.3,121.7,112.6,120.0,11.8,1.7,0.125,0.0,50.0,0.0,0.091,0.05,0.0,0.0,0.0,0.037,0.041,98.03,96.15,80.12,23,0.022
0042400405,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400405,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400405,1610612760,OKC,Oklahoma City,1641794,Dillon Jones,Dillon,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400405,1610612760,OKC,Oklahoma City,1642349,Ajay Mitchell,Ajay,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400405,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
