GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0042400405,2,12,0,1,8:40 PM,12:00,,Start of 1st Period (8:40 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,1
0042400405,4,10,0,1,8:41 PM,12:00,Jump Ball Holmgren vs. Turner: Tip to Haliburton,,,,,4,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,5,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,5,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,1
0042400405,7,2,79,1,8:41 PM,11:33,,,MISS Nesmith 18' Pullup Jump Shot,,,5,1630174,Aaron Nesmith,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
0042400405,8,4,0,1,8:41 PM,11:30,Dort REBOUND (Off:0 Def:1),,,,,4,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400405,9,6,1,1,8:41 PM,11:30,,,Nesmith P.FOUL (P1.T1) (M.Davis),,,5,1630174,Aaron Nesmith,1610612754.0,Indiana,Pacers,IND,4,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,1,0,,,,,,1
0042400405,11,1,108,1,8:41 PM,11:19,Hartenstein 1' Cutting Dunk Shot (2 PTS) (Jal. Williams 1 AST),,,0 - 2,2,4,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,4,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400405,13,1,63,1,8:42 PM,11:03,,,Nembhard 16' Fadeaway Jumper (2 PTS),2 - 2,TIE,5,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
0042400405,14,2,79,1,8:42 PM,10:45,MISS Gilgeous-Alexander 8' Pullup Jump Shot,,,,,4,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400405,15,4,0,1,8:42 PM,10:44,,,Pacers Rebound,,,3,1610612754,,,,,,0,0,,,,,,0,0,,,,,,0
0042400405,17,1,79,1,8:42 PM,10:34,,,Siakam 10' Pullup Jump Shot (2 PTS) (Haliburton 1 AST),4 - 2,-2,5,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,5,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
0042400405,19,1,6,1,8:42 PM,10:22,Holmgren 2' Driving Layup (2 PTS) (Hartenstein 1 AST),,,4 - 4,TIE,4,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,4,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400405,21,1,1,1,8:43 PM,10:09,,,Siakam 26' 3PT Jump Shot (5 PTS) (Haliburton 2 AST),7 - 4,-3,5,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,5,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
0042400405,23,6,2,1,8:43 PM,9:59,,,Nembhard S.FOUL (P1.T2) (J.Goble),,,5,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,4,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,1,0,,,,,,1
0042400405,25,3,11,1,8:43 PM,9:59,Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),,,7 - 5,-2,4,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400405,26,3,12,1,8:44 PM,9:59,Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),,,7 - 6,-1,4,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400405,27,5,2,1,8:44 PM,9:53,Hartenstein STEAL (1 STL),,Siakam Lost Ball Turnover (P1.T1),,,5,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,4,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400405,29,1,50,1,8:44 PM,9:49,Jal. Williams 1' Running Dunk (2 PTS) (Gilgeous-Alexander 1 AST),,,7 - 8,1,4,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,4,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400405,31,1,98,1,8:44 PM,9:33,,,Turner 2' Cutting Layup Shot (2 PTS) (Nembhard 1 AST),9 - 8,-1,5,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,5,1629614,Andrew Nembhard,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
0042400405,33,1,1,1,8:44 PM,9:16,Holmgren 24' 3PT Jump Shot (5 PTS) (Gilgeous-Alexander 2 AST),,,9 - 11,2,4,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,4,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400405,35,1,1,1,8:45 PM,9:05,,,Nesmith 25' 3PT Jump Shot (3 PTS) (Siakam 1 AST),12 - 11,-1,5,1630174,Aaron Nesmith,1610612754.0,Indiana,Pacers,IND,5,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
0042400405,37,1,98,1,8:45 PM,8:52,Jal. Williams 2' Cutting Layup Shot (4 PTS) (Hartenstein 2 AST),,,12 - 13,1,4,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,4,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400405,39,6,1,1,8:45 PM,8:40,Dort P.FOUL (P1.T1) (J.Williams),,,,,4,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,5,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,1,0,,,,,,1
0042400405,41,5,2,1,8:46 PM,8:34,Holmgren STEAL (1 STL),,Siakam Lost Ball Turnover (P2.T2),,,5,1627783,Pascal Siakam,1610612754.0,Indiana,Pacers,IND,4,1631096,Chet Holmgren,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400405,43,1,108,1,8:46 PM,8:25,Jal. Williams 1' Cutting Dunk Shot (6 PTS) (Hartenstein 3 AST),,,12 - 15,3,4,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,4,1628392,Isaiah Hartenstein,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400405,45,5,1,1,8:46 PM,8:10,Jal. Williams STEAL (1 STL),,Nesmith Bad Pass Turnover (P1.T3),,,5,1630174,Aaron Nesmith,1610612754.0,Indiana,Pacers,IND,4,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,1
0042400405,47,2,103,1,8:46 PM,8:05,MISS Jal. Williams 26' 3PT Running Pull-Up Jump Shot,,,,,4,1631114,Jalen Williams,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400405,48,4,0,1,8:46 PM,8:00,,,Turner REBOUND (Off:0 Def:1),,,5,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
0042400405,49,2,1,1,8:46 PM,7:55,,,MISS Haliburton 25' 3PT Jump Shot,,,5,1630169,Tyrese Haliburton,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
0042400405,50,4,0,1,8:46 PM,7:53,Dort REBOUND (Off:0 Def:2),,,,,4,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400405,51,1,6,1,8:46 PM,7:45,Gilgeous-Alexander 2' Driving Layup (4 PTS),,,12 - 17,5,4,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
0042400405,52,9,1,1,8:46 PM,7:45,,,Pacers Timeout: Regular (Reg.1 Short 0),,,3,1610612754,,,,,,0,0,,,,,,0,0,,,,,,0
