,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0,0042400401,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,0.454,0.245,0.066,0.164,0.585,0.256,0.242,0.348
1,0042400401,1610612754,Pacers,IND,Indiana,240.000000:00,0.585,0.256,0.242,0.283,0.454,0.245,0.066,0.262
