GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0042400406,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,F,,26.000000:51,0.369,0.167,0.236,0.136,0.583,0.15,0.051,0.296
0042400406,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,F,,24.000000:08,0.388,0.175,0.211,0.095,0.396,0.25,0.077,0.192
0042400406,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,C,,16.000000:03,0.457,0.522,0.233,0.182,0.545,0.394,0.084,0.375
0042400406,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,G,,20.000000:55,0.397,0.147,0.194,0.176,0.573,0.104,0.044,0.304
0042400406,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,30.000000:56,0.41,0.3,0.183,0.115,0.5,0.293,0.107,0.233
0042400406,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,22.000000:00,0.313,0.219,0.244,0.048,0.556,0.267,0.065,0.292
0042400406,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,17.000000:53,0.519,0.37,0.182,0.0,0.455,0.364,0.104,0.2
0042400406,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,,,13.000000:56,0.425,0.7,0.187,0.0,0.457,0.609,0.133,0.231
0042400406,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,,,18.000000:06,0.64,0.72,0.2,0.077,0.5,0.242,0.152,0.214
0042400406,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,,14.000000:51,0.643,0.714,0.215,0.25,0.5,0.292,0.218,0.154
0042400406,1610612760,OKC,Oklahoma City,1642349,Ajay Mitchell,Ajay,,,12.000000:00,0.658,0.474,0.185,0.1,0.375,0.3,0.156,0.083
0042400406,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,,,12.000000:00,0.658,0.474,0.185,0.1,0.375,0.3,0.156,0.083
0042400406,1610612760,OKC,Oklahoma City,1641794,Dillon Jones,Dillon,,,7.000000:17,0.654,0.077,0.194,0.2,0.292,0.333,0.136,0.125
0042400406,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,,,3.000000:04,0.8,0.2,0.155,0.0,0.5,0.0,0.4,0.0
0042400406,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,F,,25.000000:10,0.49,0.3,0.073,0.24,0.342,0.316,0.244,0.136
0042400406,1610612754,IND,Indiana,1627783,Pascal Siakam,Pascal,F,,32.000000:02,0.461,0.203,0.086,0.182,0.431,0.333,0.19,0.111
0042400406,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,26.000000:09,0.547,0.208,0.104,0.24,0.413,0.375,0.216,0.143
0042400406,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,31.000000:06,0.483,0.288,0.078,0.226,0.406,0.226,0.178,0.111
0042400406,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,22.000000:53,0.577,0.096,0.078,0.318,0.382,0.412,0.212,0.176
0042400406,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,23.000000:10,0.476,0.476,0.1,0.24,0.514,0.343,0.203,0.048
0042400406,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,24.000000:07,0.5,0.4,0.13,0.24,0.516,0.563,0.246,0.0
0042400406,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,20.000000:44,0.556,0.333,0.158,0.2,0.548,0.516,0.159,0.053
0042400406,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,14.000000:16,0.288,0.231,0.131,0.125,0.717,0.217,0.224,0.125
0042400406,1610612754,IND,Indiana,1628396,Tony Bradley,Tony,,,6.000000:02,0.682,0.364,0.17,0.75,0.417,1.0,0.316,0.0
0042400406,1610612754,IND,Indiana,1628418,Thomas Bryant,Thomas,,,6.000000:30,0.318,0.182,0.155,0.143,0.708,0.083,0.149,0.25
0042400406,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,,5.000000:44,0.438,0.25,0.202,0.2,0.682,0.091,0.087,0.25
0042400406,1610612754,IND,Indiana,201949,James Johnson,James,,,2.000000:07,0.5,0.0,0.25,0.0,0.625,0.25,0.184,0.0
0042400406,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,DND - Injury/Illness,,,,,,,,,
0042400406,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,DND - Injury/Illness,,,,,,,,,
