GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0042400406,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,F,,26.000000:51,67.2,66.1,130.6,135.1,-63.4,-69.0,0.111,0.33,5.3,0.0,0.091,0.049,15.8,0.462,0.526,0.295,0.31,101.94,101.01,84.17,56,0.071
0042400406,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,F,,24.000000:08,69.1,70.6,89.9,92.2,-20.8,-21.6,0.0,0.0,0.0,0.04,0.156,0.105,18.2,0.222,0.222,0.2,0.203,103.78,101.44,84.53,51,-0.025
0042400406,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,C,,16.000000:03,96.3,91.7,126.0,128.6,-29.7,-36.9,0.143,0.0,14.3,0.143,0.095,0.114,0.0,0.75,0.868,0.154,0.165,104.67,106.17,88.47,36,0.219
0042400406,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,G,,20.000000:55,75.2,73.8,130.5,134.1,-55.3,-60.3,0.0,0.0,0.0,0.0,0.143,0.08,0.0,0.3,0.3,0.106,0.113,99.14,98.69,82.24,42,0.0
0042400406,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,30.000000:56,82.3,84.4,108.4,109.2,-26.1,-24.9,0.167,0.25,7.1,0.0,0.108,0.059,28.6,0.467,0.567,0.377,0.379,101.7,100.09,83.41,64,0.083
0042400406,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,22.000000:00,55.5,54.3,125.3,126.1,-69.9,-71.7,0.222,2.0,40.0,0.0,0.111,0.059,20.0,0.0,0.0,0.063,0.065,99.66,100.36,83.63,46,0.022
0042400406,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,17.000000:53,88.5,85.0,96.7,92.5,-8.1,-7.5,0.091,0.33,11.1,0.0,0.087,0.049,33.3,0.375,0.512,0.2,0.208,102.91,107.36,89.47,40,0.026
0042400406,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,,,13.000000:56,87.1,84.8,102.8,96.9,-15.7,-12.0,0.0,0.0,0.0,0.0,0.2,0.103,0.0,0.25,0.25,0.121,0.124,107.33,111.95,93.29,33,0.027
0042400406,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,,,18.000000:06,117.7,117.5,96.2,92.7,21.6,24.8,0.0,0.0,0.0,0.0,0.167,0.097,0.0,0.75,0.521,0.073,0.073,105.34,107.41,89.51,40,0.045
0042400406,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,,14.000000:51,125.8,128.1,90.4,87.9,35.4,40.2,0.125,1.0,14.3,0.0,0.071,0.04,14.3,1.0,1.034,0.171,0.173,104.53,105.05,87.54,32,0.169
0042400406,1610612760,OKC,Oklahoma City,1642349,Ajay Mitchell,Ajay,,,12.000000:00,115.0,114.8,70.2,69.2,44.8,45.6,0.444,2.0,40.0,0.0,0.077,0.042,20.0,0.25,0.25,0.207,0.215,105.2,106.0,88.33,27,0.047
0042400406,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,,,12.000000:00,115.0,114.8,70.2,69.2,44.8,45.6,0.125,0.0,20.0,0.0,0.385,0.208,0.0,1.0,0.902,0.138,0.143,105.2,106.0,88.33,27,0.233
0042400406,1610612760,OKC,Oklahoma City,1641794,Dillon Jones,Dillon,,,7.000000:17,116.6,120.0,61.0,60.0,55.6,60.0,0.2,1.0,25.0,0.167,0.111,0.133,25.0,1.0,1.0,0.176,0.182,99.51,98.86,82.38,15,0.188
0042400406,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,,,3.000000:04,139.8,150.0,60.0,60.0,79.8,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.429,0.466,89.53,86.09,71.74,6,0.136
0042400406,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,F,,25.000000:10,109.9,115.4,67.6,66.7,42.3,48.7,0.167,3.0,23.1,0.0,0.071,0.034,7.7,0.5,0.536,0.167,0.165,102.88,101.09,84.24,52,0.079
0042400406,1610612754,IND,Indiana,1627783,Pascal Siakam,Pascal,F,,32.000000:02,99.0,103.0,81.8,82.4,17.2,20.6,0.15,3.0,15.8,0.128,0.242,0.181,5.3,0.464,0.522,0.213,0.211,103.54,101.14,84.29,67,0.188
0042400406,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,26.000000:09,112.4,114.0,82.7,83.6,29.6,30.4,0.042,1.0,8.3,0.034,0.115,0.073,8.3,0.111,0.152,0.169,0.172,104.11,102.79,85.66,57,-0.039
0042400406,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,31.000000:06,108.6,107.7,75.8,77.3,32.8,30.4,0.211,4.0,28.6,0.0,0.0,0.0,7.1,0.929,0.97,0.135,0.14,101.68,101.09,84.24,65,0.201
0042400406,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,22.000000:53,125.0,130.6,82.7,79.6,42.3,51.0,0.25,5.0,27.8,0.0,0.045,0.02,5.6,0.542,0.563,0.224,0.223,103.17,102.79,85.66,49,0.152
0042400406,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,23.000000:10,106.4,101.9,91.3,88.2,15.1,13.7,0.0,0.0,0.0,0.0,0.273,0.115,6.3,0.667,0.683,0.276,0.287,102.62,106.68,88.9,52,0.215
0042400406,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,24.000000:07,105.7,103.6,88.8,85.5,16.9,18.2,0.5,2.0,27.3,0.034,0.381,0.18,13.6,0.5,0.466,0.262,0.267,106.32,109.46,91.22,55,0.222
0042400406,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,20.000000:44,103.9,102.2,106.7,100.0,-2.8,2.2,0.0,0.0,0.0,0.045,0.2,0.119,0.0,0.5,0.5,0.143,0.145,102.24,106.5,88.75,45,0.089
0042400406,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,14.000000:16,62.0,59.4,118.6,119.4,-56.6,-60.0,0.167,0.0,14.3,0.053,0.333,0.143,0.0,0.167,0.167,0.176,0.184,104.03,105.98,88.32,32,0.085
0042400406,1610612754,IND,Indiana,1628396,Tony Bradley,Tony,,,6.000000:02,153.1,138.5,87.0,91.7,66.0,46.8,0.0,0.0,0.0,0.333,0.0,0.2,0.0,0.5,0.521,0.188,0.203,97.06,99.45,82.87,13,0.108
0042400406,1610612754,IND,Indiana,1628418,Thomas Bryant,Thomas,,,6.000000:30,62.1,61.5,133.9,138.5,-71.8,-76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.694,0.214,0.216,97.18,96.0,80.0,13,0.08
0042400406,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,,5.000000:44,81.0,80.0,139.9,145.5,-58.9,-65.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.091,0.092,89.25,87.91,73.26,10,-0.043
0042400406,1610612754,IND,Indiana,201949,James Johnson,James,,,2.000000:07,75.0,75.0,110.3,120.0,-35.3,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,107.29,102.29,85.24,4,-0.125
0042400406,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0042400406,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
