,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0042400402,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,123.6,126.8,105.5,109.2,18.1,17.6,0.625,1.79,18.4,0.333,0.708,0.527,14.068,14.4,0.573,0.637,1.0,0.199,100.48,97.5,81.25,97,0.579
1,0042400402,1610612754,Pacers,IND,Indiana,240.000000:00,105.5,109.2,123.6,126.8,-18.1,-17.6,0.73,1.8,19.9,0.292,0.667,0.473,14.787,15.3,0.537,0.573,1.0,0.201,100.48,97.5,81.25,98,0.421
