,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0042400401,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,104.2,106.8,107.5,108.8,-3.3,-2.0,0.333,1.86,10.1,0.262,0.652,0.43,6.631,6.8,0.454,0.507,1.0,0.199,104.4,102.5,85.42,103,0.48
1,0042400401,1610612754,Pacers,IND,Indiana,240.000000:00,107.5,108.8,104.2,106.8,3.3,2.0,0.615,0.96,17.1,0.348,0.738,0.57,24.215,24.5,0.585,0.608,1.0,0.2,104.4,102.5,85.42,102,0.52
